Age_Group,Occupation,Education,Daily_Free_Time,Learning_Style,Primary_Goal,Current_Productivity,Stress_Level,Focus_Level,Skill_Level,Planet_Focus,Recommended_Missions,Recommended_Habits,Recommended_Daily_Hours,Recommended_XP_Target,Personalized_Plan
25-34,Student,Bachelors,3-4 hours,Reading/Writing,Creative Writing,8,3,5,8,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
35-44,Student,Masters,3-4 hours,Auditory,Mindfulness,6,4,6,4,Mindfulness,"Complete 15min silent meditation,Write gratitude logs,Disconnect from social media","Meditate morning and night,Mindful eating,Journal daily thoughts",1.0,60,Stress-relief & Mindfulness Plan
35-44,Designer,Bachelors,5+ hours,Kinesthetic,Side Projects,9,6,9,9,Projects,"Define software milestones,Test application edge cases,Build command controllers","Write utility scripts,Solve coding challenges,Refactor redundant blocks",2.0,110,Ultimate Skill Booster Plan
25-34,Manager,Masters,1-2 hours,Reading/Writing,Career Advancement,6,10,7,3,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
25-34,Designer,PhD,5+ hours,Auditory,Financial Stability,7,8,6,6,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
18-24,Designer,Bachelors,3-4 hours,Kinesthetic,Career Advancement,9,5,6,3,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
35-44,Student,Bachelors,3-4 hours,Auditory,Creative Writing,7,6,6,10,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
35-44,Student,PhD,3-4 hours,Visual,Side Projects,6,4,8,8,Projects,"Define software milestones,Test application edge cases,Build command controllers","Write utility scripts,Solve coding challenges,Refactor redundant blocks",2.0,110,Ultimate Skill Booster Plan
18-24,Engineer,Bachelors,3-4 hours,Kinesthetic,Better Relationships,8,6,4,4,Relationships,"Schedule family dinner chat,Call a distant friend,Plan community meetup","Express appreciation,Daily active listening,Schedule social calls",1.2,75,Harmonious Social Relations Plan
25-34,Student,High School,1-2 hours,Kinesthetic,Financial Stability,8,5,6,8,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
25-34,Student,Bachelors,3-4 hours,Visual,Creative Writing,6,3,5,5,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
35-44,Engineer,Bachelors,1-2 hours,Reading/Writing,Mindfulness,5,9,4,7,Mindfulness,"Complete 15min silent meditation,Write gratitude logs,Disconnect from social media","Meditate morning and night,Mindful eating,Journal daily thoughts",1.0,60,Stress-relief & Mindfulness Plan
25-34,Student,Bachelors,5+ hours,Auditory,Aesthetic Design,8,3,5,10,Health,"Track meal nutrition,Practice deep breathing,Monitor physical vitals","Sleep 8 hours,Drink 3L water,Track daily calories",1.5,80,Health & Wellness Plan
18-24,Manager,Masters,3-4 hours,Reading/Writing,Aesthetic Design,6,6,6,7,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
45+,Engineer,Masters,5+ hours,Auditory,Better Relationships,7,7,4,1,Relationships,"Schedule family dinner chat,Call a distant friend,Plan community meetup","Express appreciation,Daily active listening,Schedule social calls",1.2,75,Harmonious Social Relations Plan
18-24,Designer,Masters,3-4 hours,Reading/Writing,Side Projects,7,6,8,7,Projects,"Define software milestones,Test application edge cases,Build command controllers","Write utility scripts,Solve coding challenges,Refactor redundant blocks",2.0,110,Ultimate Skill Booster Plan
35-44,Student,Bachelors,1-2 hours,Visual,Learn React,5,7,8,3,Learning,"Complete React Routing Labs,Refactor API Integrations,Build custom hooks demo","Code for 2 hours daily,Read technical docs,Contribute to open source",3.5,150,Deep Dev & React Mastery Plan
25-34,Student,Bachelors,3-4 hours,Kinesthetic,Side Projects,7,4,5,4,Projects,"Define software milestones,Test application edge cases,Build command controllers","Write utility scripts,Solve coding challenges,Refactor redundant blocks",2.0,110,Ultimate Skill Booster Plan
18-24,Engineer,Bachelors,3-4 hours,Visual,Financial Stability,9,7,4,4,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
18-24,Designer,Bachelors,1-2 hours,Reading/Writing,Career Advancement,5,8,4,4,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
25-34,Manager,Bachelors,5+ hours,Visual,Mindfulness,7,8,8,9,Mindfulness,"Complete 15min silent meditation,Write gratitude logs,Disconnect from social media","Meditate morning and night,Mindful eating,Journal daily thoughts",1.0,60,Stress-relief & Mindfulness Plan
18-24,Designer,PhD,5+ hours,Visual,Career Advancement,8,7,5,10,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
18-24,Manager,Bachelors,3-4 hours,Reading/Writing,Physical Fitness,7,8,6,5,Fitness,"Execute 40min HIIT workout,Run 5k outdoor cardio,Perform muscle sets","Stretch daily,Daily cardio sessions,Keep steps above 10k",2.0,100,Peak Fitness Plan
25-34,Engineer,Bachelors,1-2 hours,Visual,Better Relationships,6,8,7,8,Relationships,"Schedule family dinner chat,Call a distant friend,Plan community meetup","Express appreciation,Daily active listening,Schedule social calls",1.2,75,Harmonious Social Relations Plan
18-24,Engineer,PhD,1-2 hours,Visual,Better Relationships,7,5,6,8,Relationships,"Schedule family dinner chat,Call a distant friend,Plan community meetup","Express appreciation,Daily active listening,Schedule social calls",1.2,75,Harmonious Social Relations Plan
25-34,Designer,Masters,3-4 hours,Auditory,Mindfulness,5,6,9,7,Mindfulness,"Complete 15min silent meditation,Write gratitude logs,Disconnect from social media","Meditate morning and night,Mindful eating,Journal daily thoughts",1.0,60,Stress-relief & Mindfulness Plan
25-34,Engineer,Masters,3-4 hours,Kinesthetic,Learn React,5,6,4,8,Learning,"Complete React Routing Labs,Refactor API Integrations,Build custom hooks demo","Code for 2 hours daily,Read technical docs,Contribute to open source",3.5,150,Deep Dev & React Mastery Plan
18-24,Engineer,PhD,1-2 hours,Reading/Writing,Financial Stability,5,7,7,4,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
18-24,Engineer,PhD,5+ hours,Reading/Writing,Creative Writing,7,6,4,3,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
25-34,Designer,Masters,5+ hours,Reading/Writing,Financial Stability,6,5,8,4,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
25-34,Manager,Masters,3-4 hours,Kinesthetic,Better Relationships,5,10,8,4,Relationships,"Schedule family dinner chat,Call a distant friend,Plan community meetup","Express appreciation,Daily active listening,Schedule social calls",1.2,75,Harmonious Social Relations Plan
18-24,Student,Masters,3-4 hours,Kinesthetic,Better Relationships,6,3,5,9,Relationships,"Schedule family dinner chat,Call a distant friend,Plan community meetup","Express appreciation,Daily active listening,Schedule social calls",1.2,75,Harmonious Social Relations Plan
25-34,Designer,Masters,1-2 hours,Kinesthetic,Career Advancement,7,8,8,2,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
45+,Other,Bachelors,3-4 hours,Visual,Aesthetic Design,7,4,4,7,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
18-24,Manager,High School,1-2 hours,Auditory,Career Advancement,7,8,7,5,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
18-24,Designer,Masters,3-4 hours,Reading/Writing,Physical Fitness,8,5,7,5,Fitness,"Execute 40min HIIT workout,Run 5k outdoor cardio,Perform muscle sets","Stretch daily,Daily cardio sessions,Keep steps above 10k",2.0,100,Peak Fitness Plan
25-34,Designer,Masters,3-4 hours,Visual,Better Relationships,5,8,8,3,Relationships,"Schedule family dinner chat,Call a distant friend,Plan community meetup","Express appreciation,Daily active listening,Schedule social calls",1.2,75,Harmonious Social Relations Plan
18-24,Student,PhD,1-2 hours,Visual,Creative Writing,7,4,6,8,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
25-34,Engineer,Bachelors,3-4 hours,Kinesthetic,Career Advancement,8,7,8,6,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
45+,Designer,Bachelors,1-2 hours,Reading/Writing,Better Relationships,7,4,7,7,Relationships,"Schedule family dinner chat,Call a distant friend,Plan community meetup","Express appreciation,Daily active listening,Schedule social calls",1.2,75,Harmonious Social Relations Plan
35-44,Manager,High School,1-2 hours,Visual,Career Advancement,5,7,7,10,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
35-44,Student,High School,1-2 hours,Visual,Creative Writing,7,7,8,10,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
18-24,Student,Masters,3-4 hours,Visual,Creative Writing,8,4,7,5,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
25-34,Manager,Masters,3-4 hours,Reading/Writing,Creative Writing,6,9,7,10,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
25-34,Student,Bachelors,1-2 hours,Reading/Writing,Financial Stability,7,6,7,3,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
25-34,Engineer,Masters,1-2 hours,Auditory,Creative Writing,9,6,7,5,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
25-34,Engineer,High School,5+ hours,Visual,Mindfulness,6,8,6,3,Mindfulness,"Complete 15min silent meditation,Write gratitude logs,Disconnect from social media","Meditate morning and night,Mindful eating,Journal daily thoughts",1.0,60,Stress-relief & Mindfulness Plan
18-24,Engineer,Bachelors,3-4 hours,Auditory,Career Advancement,8,5,5,5,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
18-24,Other,Bachelors,3-4 hours,Auditory,Career Advancement,5,8,9,8,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
35-44,Designer,Masters,1-2 hours,Kinesthetic,Mindfulness,8,6,4,9,Mindfulness,"Complete 15min silent meditation,Write gratitude logs,Disconnect from social media","Meditate morning and night,Mindful eating,Journal daily thoughts",1.0,60,Stress-relief & Mindfulness Plan
18-24,Manager,Bachelors,3-4 hours,Kinesthetic,Financial Stability,7,4,5,9,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
18-24,Designer,Bachelors,5+ hours,Visual,Financial Stability,8,5,7,10,Finance,"Audit monthly subscriptions,Map investment allocations,Refine savings target","Log expenses,Read financial journals,Budget weekly spending",1.0,70,Strategic Finance & Wealth Plan
45+,Student,Bachelors,1-2 hours,Reading/Writing,Physical Fitness,6,4,9,7,Fitness,"Execute 40min HIIT workout,Run 5k outdoor cardio,Perform muscle sets","Stretch daily,Daily cardio sessions,Keep steps above 10k",2.0,100,Peak Fitness Plan
18-24,Other,Bachelors,3-4 hours,Auditory,Better Relationships,7,5,5,10,Relationships,"Schedule family dinner chat,Call a distant friend,Plan community meetup","Express appreciation,Daily active listening,Schedule social calls",1.2,75,Harmonious Social Relations Plan
18-24,Student,Masters,3-4 hours,Visual,Career Advancement,6,7,9,3,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
25-34,Engineer,Masters,1-2 hours,Kinesthetic,Career Advancement,6,8,5,4,Career,"Adjust portfolio layouts,Optimize resume metrics,Apply to 3 start-up platforms","Network on LinkedIn,Update progress logs,Practice system design",2.5,120,Accelerated Professional Growth Plan
35-44,Student,High School,3-4 hours,Auditory,Creative Writing,7,5,7,2,Creativity,"Sketch interface concepts,Draft 500 words creative writing,Develop styling guide","Daily creative sessions,Sketching ideas,Review design references",1.5,90,Creative Expression & Side Projects Plan
